hex	en	zh
#3E4265	Chronicle	编年史
#72A8D1	Chronus Blue	时空蓝
#C35458	Chrysanthemum	菊花
#9DB8AB	Chrysanthemum Leaf	菊花叶
#004F39	Chrysocolla Dark Green	硅孔雀石深绿色
#378661	Chrysocolla Green	硅孔雀石绿
#006B57	Chrysocolla Medium Green	硅孔雀石中绿色
#8E9849	Chrysolite	贵橄榄石
#39334A	Chrysomela Goettingensis	哥廷叶叶甲
#8FB2A3	Chrysopal Light Green	金盏花浅绿色
#4A2200	Chrysophobia	恐绿症
#ADBA98	Chrysoprase	绿玉髓
#613521	Chubby Chocolate	胖乎乎的巧克力
#B43548	Chubby Kiss	胖乎乎的吻
#BF413A	Chuckles	咯咯笑
#91C1C6	Chuff Blue	查夫蓝
#1559DB	Chun-Li Blue	春丽蓝
#FFC84B	Chunky Bee	矮胖的蜜蜂
#CFCDCF	Chupacabra Grey	卓柏卡布拉灰色
#3D4161	Church Blue	教堂蓝
#B3B5AF	Church Mouse	教堂老鼠
#4D4D58	Churchill	丘吉尔
#A49A85	Churchill Downs	丘吉尔唐斯
#9F5E4E	Chutney	酸辣酱
#A97765	Chutney Brown	酸辣酱棕
#0F0809	Chyornyi Black	乔尔尼黑
#DE9D7C	Ciao	再见
#938A43	Cider Mill	苹果酒磨坊
#8A946F	Cider Pear Green	苹果酒梨绿
#AE8167	Cider Spice	苹果酒辛香
#B98033	Cider Toddy	苹果酒托迪
#E7D6AF	Cider Yellow	苹果酒黄
#A5CEE8	Cielo	切洛
#7D4E38	Cigar	雪茄
#9C7351	Cigar Box	雪茄盒
#78857A	Cigar Smoke	雪茄烟
#EE5500	Cigarette Glow	香烟发光
#4A5C52	Cilantro	香菜
#CECBAE	Cilantro Cream	香菜奶油
#6B3D38	Cimarron	西马龙
#242A2E	Cinder	煤渣
#7C787B	Cinder Fox	灰烬狐狸
#FBD7CC	Cinderella	灰姑娘
#FFC6C4	Cinderella Pink	灰姑娘粉红
#95878E	Cinema Screen	影院屏幕
#98817B	Cinereous	灰质的
#730113	Cinnabar	朱砂
#634D45	Cinnabark	朱砂
#D26911	Cinnamon	肉桂
#CF8D6C	Cinnamon Brandy	肉桂白兰地
#9E6A19	Cinnamon Brown	肉桂棕
#FFBF6E	Cinnamon Buff	肉桂浅黄
#AC4F06	Cinnamon Bun	肉桂面包
#E8DDCF	Cinnamon Cake	肉桂蛋糕
#B15D63	Cinnamon Candle	肉桂烛
#794344	Cinnamon Cherry	肉桂樱桃
#D1A79C	Cinnamon Cocoa	肉桂可可
#705742	Cinnamon Crumble	肉桂碎
#A37D5A	Cinnamon Crunch	肉桂脆
#A97673	Cinnamon Diamonds	肉桂钻石
#EDBC9B	Cinnamon Foam	肉桂泡沫
#D3B191	Cinnamon Frost	肉桂霜
#DBBBA7	Cinnamon Ice	肉桂冰
#EBDAB5	Cinnamon Milk	肉桂奶
#D5B199	Cinnamon Mocha	肉桂摩卡
#BB9988	Cinnamon Roast	肉桂烤肉
#C0737A	Cinnamon Roll	肉桂卷
#C2612C	Cinnamon Rufous	肉桂红褐色
#B78153	Cinnamon Sand	肉桂沙
#CD607E	Cinnamon Satin	肉桂缎面
#BA9275	Cinnamon Scone	肉桂司康
#9C5736	Cinnamon Sparkle	肉桂闪光
#935F43	Cinnamon Spice	肉桂辛香
#B05127	Cinnamon Stick	肉桂棍
#C9543A	Cinnamon Stone	肉桂石
#B64C2D	Cinnamon Sunset	肉桂日落
#DEC0AD	Cinnamon Tea	肉桂茶
#8D7D77	Cinnamon Toast	肉桂吐司
#9F7250	Cinnamon Twist	肉桂扭
#DAB2A4	Cinnamon Whip	肉桂奶霜
#A6646F	Cinnapink	肉桂粉
#FFFF88	Cinque Foil	五箔
#5D3B2E	Cioccolato	乔科拉托
#AA7691	Cipher	密码
#C8CEC3	Cipollino	奇波利诺
#6258C4	Circumorbital Ring	眶周环
#FC5E30	Circus	马戏团
#AD835C	Circus Peanut	马戏花生
#954A4C	Circus Red	马戏红
#D6E4E1	Cirrus Blue	卷云蓝
#A9B0B6	Cistern	蓄水池
#6A7F8B	Citadel	城堡
#9EABAD	Citadel Blue	城堡蓝
#F6B906	Citra	西特拉
#E4D00A	Citrine	黄水晶
#933709	Citrine Brown	黄水晶棕
#FAF7D6	Citrine White	黄水晶白
#E9E89B	Citrino	西特里诺
#D5C757	Citron	香橼
#DEFF00	Citron Goby	柚子虾虎鱼
#66BB77	Citronella	香茅属
#B8AF23	Citronelle	香茅内尔
#C4AA27	Citronette	西特罗内特
#DBB239	Citronite	柠檬石
#CD9C2B	Citronne	香茅
#9FB70A	Citrus	柑橘
#E1793A	Citrus Blast	柑橘爆发
#E4DE8E	Citrus Butter	柑橘黄油
#D0D557	Citrus Delight	柑橘喜悦
#F9A78D	Citrus Hill	柑橘丘陵
#F6B96B	Citrus Honey	柑橘蜂蜜
#B3D157	Citrus Leaf	柑橘叶
#C3DC68	Citrus Lime	柑橘青柠
#F7EDDE	Citrus Mist	柑橘薄雾
#D26643	Citrus Notes	柑橘香调
#B7BB6B	Citrus Peel	柑橘皮
#FDEA83	Citrus Punch	柑橘宾治
#EDE0AE	Citrus Rind	柑橘皮
#F2C6A7	Citrus Sachet	柑橘香包
#E2CD52	Citrus Spice	柑橘辛香
#FFC400	Citrus Splash	柑橘飞溅
#E6D943	Citrus Sugar	柑橘糖
#8BC34A	Citrus Surge	柑橘激增
#D7C275	Citrus Yellow	柑橘黄
#EDC85A	Citrus Zest	柑橘皮
#6E674B	City Arboretum	城植物园
#675C49	City Bench	城市长凳
#E0E0DC	City Brume	布鲁姆市
#C0B9AC	City Dweller	城市居民
#0022AA	City Hunter Blue	城市猎人蓝
#DFE6EA	City Lights	城光
#A79B8A	City Loft	城市阁楼
#B3ADA4	City of Bridges	桥梁之城
#FAE6CB	City of Diamonds	钻石之城
#E6B4A6	City of Pink Angels	粉红天使之城
#525C61	City Rain	城雨
#663333	City Roast	城烤肉
#D8D3C3	City Steam	城蒸汽
#888C8C	City Storm	城风暴
#BAB2AB	City Street	城市街
#D1A67D	City Sunrise	城日出
#AEABA5	City Tower	城塔
#DAE3E7	Cityscape	城市景观
#C56138	Civara	西瓦拉
#DBE9DF	Clair de Lune	月光
#838493	Clairvoyance	千里眼
#480656	Clairvoyant	千里眼
#DAD1C0	Clam	蛤蜊
#F4D9AF	Clam Chowder	蛤蜊浓汤
#EBDBC1	Clam Up	蛤蜊
#E0D1BB	Clambake	蛤蜊
#EDD0B6	Clamshell	翻盖式
#680018	Claret	干红
#C84C61	Claret Red	干红
#E69C23	Clarified Butter	澄清黄油
#FEA15B	Clarified Orange	澄清橙
#002255	Clarinet	单簧管
#EAF0E0	Clarity	清晰度
#684976	Clary	克拉里
#C7C0CE	Clary Sage	快乐鼠尾草
#BBAAA1	Classic	经典
#6E7042	Classic Avocado	经典牛油果
#7C5261	Classic Berry	经典浆果
#0F4E81	Classic Blue	经典蓝
#A38BBF	Classic Bouquet	经典花束
#6D624E	Classic Bronze	经典古铜
#6A493D	Classic Brown	经典棕
#6B8885	Classic Calm	经典平静
#F4F4F0	Classic Chalk	经典粉笔
#974146	Classic Cherry	经典樱桃
#9197A3	Classic Cloud	经典云
#B7B2AC	Classic Cool	经典冷
#7A9494	Classic Damask	经典花缎
#888782	Classic French Grey	经典法国灰
#C9A367	Classic Gold	经典金
#3EB753	Classic Green	经典绿
#A39D93	Classic Grey	经典灰
#ACACA7	Classic Greyscale	经典灰度
#F2E0C3	Classic Ivory	经典象牙
#DBC79F	Classic Khaki	经典卡其
#F0EADC	Classic Light Buff	经典浅浅黄
#728284	Classic Movie	经典电影
#685E3F	Classic Olive	经典橄榄
#C52534	Classic Red	经典红
#FBCCE7	Classic Rose	经典玫红
#D6BCAA	Classic Sand	经典沙
#B9B9B4	Classic Silver	经典银
#D3BCA4	Classic Taupe	经典灰褐
#E4CEAE	Classic Terra	经典大地
#71588D	Classic Waltz	经典华尔兹
#EBB875	Classical Gold	古典金
#8B7989	Classical Violet	古典紫罗兰
#ECE1CB	Classical White	经典白
#F8D492	Classical Yellow	经典黄
#AEACAD	Classy	优雅
#BB99AA	Classy Mauve	优雅的淡紫
#887E82	Classy Plum	优雅的李子
#911F21	Classy Red	优雅红
#B66A50	Clay	黏土
#DACEBE	Clay Angel	黏土天使
#BDC8B3	Clay Ash	黏土灰
#E1C68F	Clay Bake	粘土烘烤
#8A7D69	Clay Bath	黏土浴
#D5D1C3	Clay Beige	黏土米色
#A9765D	Clay Court	黏土球场
#897E59	Clay Creek	黏土小溪
#A48374	Clay Dusk	黏土黄昏
#F8DCA3	Clay Dust	黏土尘
#AF604D	Clay Figure	泥人
#C8C1B6	Clay Figurine	泥人
#D8A686	Clay Fire	黏土火
#BD856C	Clay Ground	黏土地面
#A68779	Clay Marble	黏土大理石
#D37959	Clay Mug	粘土杯
#AE895D	Clay Ochre	黏土赭
#BDB298	Clay Pebble	黏土卵石
#D9C8B7	Clay Pipe	粘土管
#774433	Clay Play	黏土嬉戏
#C3663F	Clay Pot	黏土壶
#956A66	Clay Ridge	黏土山岭
#CDCACE	Clay Slate Wacke	粘土板岩瓦克
#D4823C	Clay Terrace	粘土台
#83756C	Clayton	克莱顿
#969283	Claytone	克莱通
#D8DDB6	Clean Air	洁净空气
#EFF0E9	Clean Buffer	清洁缓冲区
#F6E9D3	Clean Canvas	洁净画布
#8FE0C6	Clean Green	洁净绿
#4EC0ED	Clean Pool	洁净池
#577396	Clean Slate	洁净石板
#CCBCB0	Clean Sweep	一网打尽
#C4EAE0	Clear Aqua	清澈水色
#247AFD	Clear Blue	清澈蓝
#60949B	Clear Brook	清澈溪
#F6E6E4	Clear Calamine	清除炉甘石
#DAE8E1	Clear Camouflage Green	清澈迷彩绿
#1E90FF	Clear Chill	清澈寒气
#DFDBD8	Clear Cinnamon	清澈肉桂
#BAB6B2	Clear Concrete	清澈水泥
#98CECD	Clear Cove	清澈小湾
#DFEFEA	Clear Day	清澈白天
#12732B	Clear Green	清澈绿
#A3BBDA	Clear Lake Trail	清澈湖小径
#766CB0	Clear Mauve	清澈淡紫
#FAF6EA	Clear Moon	清澈月
#214F86	Clear Night Sky	清澈夜天空
#EE8800	Clear Orange	清澈橙
#64005E	Clear Plum	清澈梅紫
#B4CCCB	Clear Pond	清澈池塘
#412A7A	Clear Purple	清澈紫
#CE261C	Clear Red	清澈红
#EAE7DA	Clear Sand	清澈沙
#E8F7FD	Clear Skies	清澈天空
#8ECCFE	Clear Sky	清澈天空
#E0DDD3	Clear Stone	清澈石
#CAD6DA	Clear to See	清晰可见
#008A81	Clear Turquoise	清澈青
#E2EAE7	Clear View	清澈景
#367588	Clear Viridian	清澈常春
#E7F0F7	Clear Vision	清澈视觉
#A3BEC4	Clear Vista	清澈远景
#AAD5DB	Clear Water	清澈水
#66BBDD	Clear Weather	天气晴朗
#F1F1E6	Clear Yellow	清澈黄
#C4DBCB	Clearly Aqua	显然水色
#7E6596	Clematis	铁线莲
#3C3D8A	Clematis Blue	铁线莲蓝
#98B652	Clematis Green	铁线莲绿
#E05AEC	Clematis Magenta	铁线莲品红
#E96E00	Clementine	克莱门汀
#FF9D0A	Clementine Earring	克莱门汀耳环
#FFAD01	Clementine Jelly	柑橘果冻
#00507F	Cleo’s Bath	克莱奥的浴室
#007590	Cleopatra	克利奥帕特拉
#795088	Cleopatra’s Gown	克利奥帕特拉的礼服
#F4E6E0	Clerestory	天窗
#F6EBEE	Clichy White	克利希怀特
#5D8FBD	Cliff Blue	悬崖蓝
#D0AB8C	Cliff Brown	悬崖棕
#C5AE80	Cliff Ridge	悬崖山岭
#B19475	Cliff Rock	悬崖岩石
#ECDDD4	Cliff Swallow	悬崖燕
#DDC5AA	Cliff’s View	悬崖景观
#6F8165	Cliffside Park	悬崖公园
#E5E1CD	Climate Change	气候变化
#466082	Climate Control	气候控制
#58714A	Climbing Ivy	攀登常春藤
#B2CFD3	Clinical Soft Blue	临床软蓝色
#463623	Clinker	熟料
#663145	Clinker Red	熟料红
#A1B841	Clipped Grass	剪掉的草
#A6937D	Clippership Twill	帆船斜纹布
#550055	Cloak and Dagger	斗篷与匕首
#605E63	Cloak Grey	斗篷灰
#916660	Cloak of Mystery	斗篷神秘
#002211	Clock Chimes Thirteen	钟声十三响
#E07630	Clockwork Orange	发条橙
#72573D	Clockworks	发条
#0773AF	Cloisonné	景泰蓝
#A58235	Cloisonné Gold	景泰蓝金
#99B090	Cloistered Garden	隐世花园
#5F6C84	Clooney	克鲁尼
#361D0A	Close but No Cigar	功亏一篑
#D5D6CF	Close Knit	紧密针织
#25252C	Closed Shutter	关闭快门
#E1DED9	Closet Skeletons	衣柜里的骷髅
#F3EFCD	Clotted Cream	凝固奶油
#991115	Clotted Red	凝结红
#E4F0EF	Cloud	云
#DFE7EB	Cloud Abyss	云深渊
#F6F1FE	Cloud Break	破云
#ADB5BC	Cloud Cover	云层覆盖
#F1EEE8	Cloud Dancer	云舞者
#A4ABAB	Cloud Mountain	云山
#F9CEC6	Cloud Number Nine	九号云
#F1E2C4	Cloud of Cream	云奶油
#C2BCB1	Cloud Over London	云伦敦
#FAF9F8	Cloud Petal	云花瓣
#FFA168	Cloudberry	云莓
#7B7777	Cloudburst	暴雨
#1F75FE	Clouded Blue	云蓝色
#628468	Clouded Pine	云松
#7D93A2	Clouded Sky	乌云密布的天空
#D1D0D1	Clouded Vision	视力模糊
#D6EAFC	Cloudless	无云
#9AB1BF	Cloudless Day	无云的日子
#D8D7D3	Cloudy	多云
#ACC2D9	Cloudy Blue	多云蓝
#177245	Cloudy Camouflage	多云迷彩
#FFA812	Cloudy Carrot	多云胡萝卜
#87715F	Cloudy Cinnamon	多云肉桂
#DFE6DA	Cloudy Day	多云白天
#B0A99F	Cloudy Desert	多云沙漠
#ECE3E1	Cloudy Grey	多云灰
#E3BC6F	Cloudy Honey	多云蜂蜜
#9D7AAC	Cloudy Plum	多云梅紫
#6699AA	Cloudy Sea	多云海
#C2D5DA	Cloudy Sky	多云天空
#E4BD76	Cloudy Sunset	多云日落
#A6A096	Cloudy Today	多云今天
#B1C6D6	Cloudy Valley	多云山谷
#4B5F56	Cloudy Viridian	常年多云
#876155	Clove	丁香
#766051	Clove Brown	丁香棕
#C8805F	Clove Bud	丁香蕾
#A96232	Clove Dye	丁香染料
#523F21	Clove Yellow Brown	丁香黄棕
#B0705D	Clovedust	丁香尘
#008F00	Clover	三叶草
#1C6A53	Clover Brook	三叶草溪
#006C44	Clover Green	三叶草绿
#F0E2BC	Clover Honey	三叶草蜂蜜
#6FC288	Clover Mist	三叶草薄雾
#4A9D5B	Clover Patch	三叶草田
#CD9BC4	Clover Pink	三叶草粉
#C4D056	Clown Green	小丑绿
#E94257	Clown Nose	小丑鼻子
#8BC3E1	Club Cruise	俱乐部巡航
#464159	Club Grey	俱乐部灰
#834370	Club Mauve	俱乐部淡紫
#6B977A	Club Moss	俱乐部苔藓
#3E4A54	Club Navy	俱乐部海军蓝
#E2EDEB	Club Soda	俱乐部苏打
#F8DE7E	Club-Mate	俱乐部伙伴
#2B245A	Cluedo Night	线索之夜
#D3B683	Clumsy Caramel	笨拙的焦糖
#E8E2E0	Clytemnestra	克吕泰涅斯特拉
#4978A9	Co Pilot	副驾驶
#CADFEC	CO?	二氧化碳
#003527	Coach Green	教练绿
#3B3B3D	Coal Hard Truth	煤炭的真相
#220033	Coal Mine	煤矿
#777872	Coal Miner	煤矿工人
#53555E	Coal Tipple	煤倒
#181B26	Coarse Wool	粗毛
#F6E6DB	Coast Cream	海岸奶油
#BDD4D1	Coast to Coast	海岸海岸
#F0EBD9	Coastal Beige	海岸米色
#E0F6FB	Coastal Breeze	海岸微风
#538F94	Coastal Calm	海岸平静
#B4C0AF	Coastal Crush	海岸迷恋
#727B76	Coastal Dusk	海岸黄昏
#505D7E	Coastal Fjord	沿海峡湾
#B0E5C9	Coastal Foam	海岸泡沫
#E5E8E4	Coastal Fog	海岸雾
#80B9C0	Coastal Fringe	沿海边缘
#006E7F	Coastal Jetty	海岸防波堤
#D2E8EC	Coastal Mist	海岸薄雾
#9FA694	Coastal Plain	海岸平原
#C9A985	Coastal Sand	海岸沙
#9EA4A6	Coastal Sea Fog	海岸海雾
#7D807B	Coastal Storm	海岸风暴
#2D4982	Coastal Surf	海岸冲浪
#BDFFCA	Coastal Trim	沿海装饰
#9E9486	Coastal Villa	海岸别墅
#8293A0	Coastal Vista	海岸远景
#7DB7DB	Coastal Waters	海岸水域
#4398BC	Coastline Blue	海岸线蓝色
#6E6C5B	Coastline Trail	海岸线步道
#2E2F30	Coated	涂层
#9999FF	Cobalite	钴矿
#030AA7	Cobalt	钴蓝
#02367D	Cobalt Blue Tarantula	钴蓝色狼蛛
#4D585B	Cobalt Cannon	钴炮
#4E719D	Cobalt Flame	钴蓝焰
#0072B5	Cobalt Glaze	钴蓝釉
#648FC4	Cobalt Glow	钴蓝辉光
#94FF94	Cobalt Green	钴蓝绿
#353739	Cobalt Night	钴蓝夜
#0264AE	Cobalt Stone	钴蓝石
#7A6455	Cobble Brown	鹅卵石棕色
#C4AB7D	Cobbler	补鞋匠
#B2967E	Cobbler Shop	鞋匠店
#A89A8E	Cobblestone	鹅卵石
#9E8779	Cobblestone Path	鹅卵石路
#CFC7B9	Cobblestone Street	鹅卵石街
#B08E08	Cobra Leather	眼镜蛇皮革
#996515	Cobre	科布雷
#B56D5D	Cobrizo	柯布里佐
#BD9D95	Coca Mocha	可口可乐摩卡
#F8B862	Cochin Chicken	科钦鸡
#9D2933	Cochineal Red	胭脂红
#DDCDB3	Cochise	科奇斯
#FF88BB	Cochonnet	科琼内特
#58C8B6	Cockatoo	凤头鹦鹉
#A46422	Cockatrice Brown	鸡蛇棕
#E3C6AF	Cockleshell	贝壳
#BC5378	Cockscomb Red	鸡冠红
#5A7AA2	Cocktail Blue	鸡尾酒蓝
#8EB826	Cocktail Green	鸡尾酒绿
#FD9A52	Cocktail Hour	鸡尾酒时间
#9FA36C	Cocktail Olive	鸡尾酒橄榄
#DCE2AD	Cocktail Onion	鸡尾酒洋葱
#D1BBA1	Coco	可可
#E4DCC9	Coco Malt	可可麦芽
#994A25	Coco Muck	可可·穆克
#9B7757	Coco Rum	可可朗姆酒
#EEDD88	Coco-Lemon Tart	可可柠檬挞
#1C1C1A	Coco’s Black	可可的黑色
#875F42	Cocoa	可可
#4F3835	Cocoa Bean	可可豆
#A08882	Cocoa Berry	可可浆果
#35281E	Cocoa Brown	可可棕
#F5F4C1	Cocoa Butter	可可黄油
#B9A39A	Cocoa Craving	可可渴望
#DBC8B6	Cocoa Cream	可可奶油
#967859	Cocoa Cupcake	可可纸杯蛋糕
#8D725A	Cocoa Delight	可可喜悦
#D0B7A4	Cocoa Dust	可可尘
#C4AD96	Cocoa Froth	可可泡沫
#7D675D	Cocoa Milk	可可奶
#BC9F7E	Cocoa Nib	可可笔尖
#A8816F	Cocoa Nutmeg	可可肉豆蔻
#DFCEC2	Cocoa Parfait	可可冻糕
#967B5D	Cocoa Pecan	可可山核桃
#766A5F	Cocoa Powder	可可粉
#7E6657	Cocoa Shell	可可壳
#A08E7E	Cocoa Whip	可可奶霜
#784848	Cocobolo	可可波罗
#AA8F7A	Cocoloco	可可乐可
#965A3E	Coconut	椰子
#EBE8E7	Coconut Agony	椰子痛苦
#EEEEDD	Coconut Aroma	椰子香气
#F2EFE1	Coconut Butter	椰子黄油
#E1DABB	Coconut Cream	椰子奶油
#F0E2CF	Coconut Cream Pie	椰子奶油派
#E2CEA6	Coconut Crumble	椰子碎
#676D43	Coconut Grove	椰子小树林
#7D6044	Coconut Husk	椰子壳
#DDD4C7	Coconut Ice	椰子冰
#DACAC0	Coconut Macaroon	椰子马卡龙
#EEEBE2	Coconut Milk	椰子奶
#FBF9E1	Coconut Pulp	椰浆
#FEE4B6	Coconut Scent	椰子香
#917A56	Coconut Shell	椰子壳
#F7F1E1	Coconut Twist	椰子扭
#E9EDF6	Coconut White	椰子白
#DEDBCC	Cocoon	茧
#2D3032	Cod Grey	鳕鱼灰
#9C9C9C	Codex Grey	灰色法典
#524B2A	Codium Fragile	脆珊瑚
#8C4040	Codman Claret	科德曼干红葡萄酒
#0E7F78	Coelia Greenshade	柯莉亚·绿荫
#497D93	Coelin Blue	科林蓝
#6F4E37	Coffee	咖啡
#883300	Coffee Addiction	咖啡成瘾
#775511	Coffee Adept	咖啡达人
#DBD6D3	Coffee Bag	咖啡包
#825C43	Coffee Bar	咖啡吧
#362D26	Coffee Bean	咖啡豆
#6F0C0D	Coffee Brick	咖啡砖
#B5987F	Coffee Cake	咖啡蛋糕
#B7997C	Coffee Clay	咖啡黏土
#FFF2D7	Coffee Cream	咖啡奶油
#AB9B9C	Coffee Custard	咖啡蛋奶
#BEA88D	Coffee Diva	咖啡天后
#BF9779	Coffee Gelato	咖啡意式冰淇淋
#302010	Coffee Grounds	咖啡渣
#6C5B4D	Coffee House	咖啡屋
#B19576	Coffee Kiss	咖啡吻
#6A513B	Coffee Liqueur	咖啡利口酒
#A9898D	Coffee Rose	咖啡玫红
#725042	Coffee Shop	咖啡厅
#DF9D5B	Coffee Whip	咖啡奶霜
#A68966	Coffee With Cream	咖啡奶油
#D48C46	Cognac	干邑白兰地
#B98563	Cognac Brown	干邑棕色
#A17B49	Cognac Tint	干邑色
#90534A	Cogswell Cedar	科格斯韦尔雪松
#E0D5E3	Coin Purse	零钱包
#FF4411	Coin Slot	投币口
#C7DE88	Coincidence	巧合
#3C2F23	Cola	可乐
#3C3024	Cola Bubble	可乐泡泡
#C1DCDB	Cold Air Turquoise	寒冷空气青
#154250	Cold and Dark	寒冷深
#BBEEEE	Cold Blooded	冷血
#88DDDD	Cold Blue	寒冷蓝
#785736	Cold Brew Coffee	寒冷酿造咖啡
#C75D42	Cold Brew Tonic	寒冷酿造汤力
#DBFFFE	Cold Canada	寒冷的加拿大
#234272	Cold Current	寒冷洋流
#EFECE3	Cold Foam	寒冷泡沫
#85B3B2	Cold Front Green	冷锋绿
#008B3C	Cold Green	寒冷绿
#9F9F9F	Cold Grey	寒冷灰
#22DDEE	Cold Heights	寒冷高地
#DDE3E6	Cold Light	寒冷浅
#00EEEE	Cold Light of Day	寒冷浅白天
#9BA0EF	Cold Lips	寒冷唇
#E6E5E4	Cold Morning	寒冷早晨
#559C9B	Cold North	寒冷北
#0033DD	Cold Pack	冷敷包
#D09351	Cold Pilsner	冷比尔森啤酒
#BCA5AD	Cold Pink	寒冷粉
#6C2E09	Cold Press Coffee	冷压咖啡
#665B42	Cold Pressed	冷压
#9D8ABF	Cold Purple	寒冷紫
#32545E	Cold Sea Currents	冷海流
#D4E0EF	Cold Shoulder	冷落
#ACBAC5	Cold Snap	冷潮
#FFF7FD	Cold Snow	寒冷雪
#D9E7E6	Cold Soft Blue	寒冷柔蓝
#88BB66	Cold Spring	寒冷春
#262335	Cold Steel	寒冷钢
#7E8692	Cold Trade Winds	寒冷的信风
#CFE1EF	Cold Turbulence	冷湍流
#CAB5B2	Cold Turkey	冷火鸡
#A5D0CB	Cold Turquoise	寒冷青
#D9DFE0	Cold Water	寒冷水
#839FA3	Cold Waterlogged Lab Coat	寒冷浸水的实验室外套
#C2E2E3	Cold Wave	寒冷波浪
#C1E2E3	Cold Well Water	寒冷水
#EDFCFB	Cold White	寒冷白
#E1E3E4	Cold Wind	寒冷风
#B4BCD1	Cold Winter’s Morn	寒冷冬日的早晨
#CEC8B6	Coliseum Marble	体育馆大理石
#536861	Collard Green	羽衣甘蓝
#9B8467	Collectible	收藏品
#EBECDA	Colleen Green	科琳·格林
#BDB7CD	Collensia	科伦西亚
#75BFD2	Cologne	科隆
#EFC944	Colombian Yellow	哥伦比亚黄
#BA7AB3	Colombo Red Mauve	科伦坡红淡紫
#B68238	Colonel Mustard	芥末上校
#B2B1AD	Colonnade Grey	柱廊灰色
#C6C0B6	Colonnade Stone	柱廊石
#EE7766	Colorado Bronze	科罗拉多铜牌
#E09CAB	Colorado Dawn	科罗拉多黎明
#E6994C	Colorado Peach	科罗拉多桃子
#9C9BA7	Colorado Peak	科罗拉多峰
#88AAC4	Colorado Springs	科罗拉多斯普林斯
#B49375	Colorado Trail	科罗拉多步道
#625C91	Colossus	巨像
#C6D2DE	Colour Blind	色盲
#7CB77B	Colour Me Green	把我涂成绿色
#AA5C43	Colourful Leaves	七彩树叶
#009792	Columbia	哥伦比亚
#9BDDFF	Columbia Blue	哥伦比亚蓝
#BEB861	Columbian Gold	哥伦比亚金
#F5DAE3	Columbine	耧斗菜
#D0CBCE	Columbo’s Coat	哥伦布外套
#5F758F	Columbus	哥伦布
#006F37	Column of Oak Green	橡树绿柱
#7F725C	Colusa Wetlands	科卢萨湿地
#F4F0DE	Combed Cotton	精梳棉
#5C92C5	Come Sail Away	快来扬帆远航
#636373	Comet	彗星
#C1DAED	Comet Tail	彗尾
#E3CEB8	Comfort	舒适度
#BEC3BB	Comfort Grey	舒适灰
#D7C0AB	Comforting	安慰
#CC1144	Comforting Cherry	安慰樱桃
#D5E0CF	Comforting Green	舒适的绿色
#C5C3B4	Comforting Grey	舒适的灰色
#64856B	Comfrey	紫草属
#E3D2B6	Comfy Beige	舒适米色
#F3D1C8	Comical Coral	滑稽珊瑚
#DE7485	Coming up Roses	即将到来的玫瑰
#0B597C	Commandes	指挥官
#EDECE6	Commercial White	商业白
#25476A	Commodore	准将
#C8AD7F	Common Chalcedony	普通玉髓
#CD5C5C	Common Chestnut	普通板栗
#FED85D	Common Dandelion	普通蒲公英
#858F94	Common Feldspar	普通长石
#946943	Common Jasper	普通碧玉
#009193	Common Teal	普通青色
#CC0000	Communist	共产党
#D0B997	Community	社区
#4C785C	Como	科莫
#CDCDCD	Compact Disc Grey	光盘灰色
#8A877B	Compass	指南针
#35475B	Compass Blue	指南针蓝色
#E8C89E	Compatible Cream	兼容霜
#847975	Complex Grey	复杂灰色
#9E91AE	Compliment	点赞
#BBC8B2	Composed	沉稳
#7A6E7E	Composer’s Magic	作曲家的魔法
#55CC00	Composite Artefact Green	复合人工制品绿色
#6C3877	Comtesse	伯爵夫人
#B12845	Con Brio	康布里奥
#263130	Concealed Green	隐绿
#405852	Concealment	隐藏
#D5BDA3	Concept Beige	概念米色
#7AC34F	Conceptual	概念
#9E6B75	Concerto	协奏曲
#A0B1AE	Conch	海螺
#DBA496	Conch Pink	海螺粉
#FC8F9B	Conch Shell	海螺壳
#ABB9D7	Conclave	秘密会议
#827F79	Concord	协和
#E2CEB0	Concord Buff	协和浅黄色
#855983	Concord Grape	康科德葡萄
#695A82	Concord Jam	协和果酱
#D2D1CD	Concrete	水泥
#999988	Concrete Jungle	水泥丛林
#5C606E	Concrete Landscape	水泥风景
#8D8A81	Concrete Sidewalk	混凝土人行道
#B98142	Condiment	调味品
#FFFFCC	Conditioner	护发素
#4A6169	Cone Green Blue	锥体绿蓝
#6D7E7D	Coney Island	康尼岛
#F4ECDA	Confection	甜点
#D4B4D5	Confectionary	糖果
#DDCB46	Confetti	五彩纸屑
#A98A6B	Confidence	信心
#E4DFCE	Confident White	自信白
#FFCC13	Confident Yellow	自信黄
#01C08D	Cōng Lǜ Green	丛绿
#E8C3BE	Congo	刚果
#654D49	Congo Brown	刚果棕
#776959	Congo Capture	刚果占领
#00A483	Congo Green	刚果绿
#F98379	Congo Pink	刚果粉红
#02478E	Congress Blue	国会蓝
#100438	Congressional Navy	国会海军
#B1DD52	Conifer	针叶树
#FFDD49	Conifer Blossom	针叶树开花
#885555	Conifer Cone	针叶树锥
#747767	Conifer Green	针叶树绿
#B94E41	Conker	康克
#552200	Conker Brown	康克棕
#654E44	Connaisseur	鉴赏家
#EB6651	Connect Red	连接红色
#898473	Connected Grey	连接灰色
